,content,sentimen
2984,11 12 sama ml drak sistem auto uninstal,0.0
2985,game apa ini gajelas,0.0
2986,Matching nya di kasih player sampah terus gimana mau naik rank! Game tolol mendingan ML,0.0
2987,aha game plagiat moontoon,0.0
2988,"Masih bnyak kekurangan, turet terlalu lemah cpt di hancurkan, cooldown stelah mati terlalu lama,masih bgs game legend dr pd yg ini masih baru harus bnyak perbaikannya..",0.0
2989,Apa2an game ini? Masa aku main rank sama main solo biasa ketemunya sama player pro semua? Sudah itu pakai cheat pula lagi? Bagaimana biar bisa bermain sengan nyaman dan sperti kalau ketemu player pro semua. Gak seimbang namanya.,0.0
2990,"hok ngebosenin,terlalu banyak gratisan ga begitu seru",0.0
2991,Tolong nerf dan buff hero² nya sangar tidak seimbang,0.0
2992,Peniru game lain tanpa inovasi,0.0
2993,perbaiki lh banyak ngeleg,0.0
2994,"matchmaking tidak seimbang, SAMPAH!!!!",0.0
2995,game yang sangat buruk di rank diamond selalu dapet teman yang buruk gak mau ban hero afk rebut line orang pokok nya game nya lebih toxic dari game lain nya,0.0
2996,rusak kalo player indo main game ini game nya jd rusak bgsatemng,0.0
2997,Drag sistem,0.0
2998,Gak jelas,0.0
2999,gw dapat tim bot terus..,0.0
3000,"Tiap momen momen krusial malah ngelag padahal sinyal bagus,benerin dulu servernya",0.0
3001,Tolong donk sistem nya adil dikit. Masak lose streak mulu. Ini game baru. Ngotak lah tolol,0.0
3002,"game cacat, hampir semua Hero skillnya hampir sama kaya di Hero ml, mending ml",0.0
3003,"Game gk jelas dikasih tim tolol terus, gak imbang.",0.0
3004,Gamenya ngeleg pas mau masuk game GK mau mencet apa apa bikin susah main pas udah main malah keluar sendiri,0.0
3005,kebanyakan dark system,0.0
3006,Niru ml,0.0
3007,Dia niruin ml,0.0
3008,Gem kikir,0.0
3009,Gm nya kureng bt masih enak ml,0.0
3010,Game burik l,0.0
3011,Masih sering relog saat main rank,0.0
3012,"Kalo ukuran oke sih kecil tapi mohon maaf banyak patah patah nyaa, dipake main genshin mah lancar ajaa",0.0
3013,Gamenya error,0.0
3014,Kalo bisa pas war efeknya di kurangi,0.0
3015,"game sering lag, ranked banyak dark system yg nyoba hero..ampun dah ini game",0.0
3016,"Game ampas, team selalu dapet dark system, tidak seperti musihnya jago"", ampas gamenya.",0.0
3017,Karakter terlalu overpowered dan pay-to-win,0.0
3018,Saya tidak bisa top up,0.0
3019,Saya kasih bintang 2 masih banyak dark sistem kek ml,0.0
3020,Masih banyak kekurangan di dalam sistem nya,0.0
3021,"Tidak lebih baik dari MLBB, mudah ngelag makan data lebih besar",0.0
3022,Efeknya terlalu tebel jadi berlebihan,0.0
3023,"musuh terbesar gue tim sendiri dapet tim kaya yang baru belajar lama lama boring ni game kalo gini terus, crystal base lembek banget",0.0
3024,Game plagiat,0.0
3025,Jelek gamenya lebih bagus MLBB,0.0
3026,Lawan tidak seimbang sama kemampuan tim.,0.0
3027,"Jangan download game ini kebanyakan dark sistem, mereka sengaja kasih skin gratis biar kalian gak marah, dan sadar ama dark sistem nya, game ini lebih toxic dari pada game buatan si kikir montoon",0.0
3028,ami amit lag parah,0.0
3029,"Game nya entah kenapa habis tutorial, pas keloby kan ga bisa lagi di pencet apa apa jadi tolong di perbaiki lebih baik",0.0
3030,matchmaking tidak pernah seimbang antara tim biru dengan tim merah. cape 1vs9 trus bang tencent,0.0
3031,"Matchmaking sangat buruk, selalu dapet tim tolol",0.0
3032,"matcmaking selalu dapet team yg asal maen, gak seimbng sama lawan. maaf aku uninstal",0.0
3033,Sering mengalami penurunan performa (freeze) dan Teks deskripsi skill terlalu panjang,0.0
3034,"kasih fitur Kunci hero di rank lah, gw muak ketemu orang yang nyoba hero di rank. ajgggggg",0.0
3035,Game taikq,0.0
3036,Game nya bagus tapi sesudah tutorial malah ada gambar doang gak bisa dipencet saya bingung gak bisa ngapa ngapain saya nyesel download game ini ml jauh lebih baik,0.0
3037,"Udah bagus dari segi grafik dan gameplay, hanya saja server tolong di perbaiki lagi",0.0
3038,matchmaking nya gak seimbang,0.0
3039,"Apalah dapat tim dungu semua, 3 jam ngerank gada gunanya",0.0
3040,Paansih game gak jelas jelek,0.0
3041,Tolong developer nya biar yang ram 3 bisa main soalnya setiap mau maen pasti macet atau ngelag,0.0
3042,Game palgiat,0.0
3043,Grafik Majapahit,0.0
3044,Plagiat ml,0.0
3045,game tolol ngasih tim kek tolol sendang kan lu kasih musuh kek grandmaster tolol lu niat bikin game gk sih tolol gw kasih rating 1!,0.0
3046,Masak iya Hero yang damage nya kuat cepat Banget coldownnya jadi males main nih game,0.0
3047,Game grafik nya jadul bgt lebih seru ml,0.0
3048,Sama aja lu kaya moonton gajelas,0.0
3049,"Game gak jelas, darah tebel damage sakit, game rusak,masih bagusan mlbb",0.0
3050,Game Sampah,0.0
3051,Lebih lebih dark sistem nya,0.0
3052,"Susah banget buat login lagi, padahal jaringan udh stabil game burik",0.0
3053,KEBANYAKAN PLAYER KAYA BOT BOT BOT BOT BOT BOT,0.0
3054,GAK NGOTAKKK STUN NYA LAMA BETT JIR LAH,0.0
3055,Ping selalu tinggi,0.0
3056,Baru rilis kok langsung nyindir ml,0.0
3057,Terlalu banyak bug mengganggu,0.0
3058,kurang suka grafik nya,0.0
3059,Tolong ini kenapa ko suka suka nge freez gajelas bukan dari hp nya tapi udh di matiin data seluler masi nge freez harus realog muluu,0.0
3060,Dasar plagiattt mobile legend,0.0
3061,GM ya GK seru mending ml,0.0
3062,Game sampah masa rank master dari 10 match 9 match di pasangin sama orang orang skill bronzr,0.0
3063,Game kok kaku 🥶🥶🥶🥶,0.0
3064,Lebih seru mlbb,0.0
3065,Game plagiat,0.0
3066,Plagiat emel,0.0
3067,Masih menjadi misteri kok lawan sangat sulit,0.0
3068,Burukkkkkkkk terlalu berat,0.0
3069,"bagusss tapiii .. dapet tim nggak Balance, antara musuh sama tim sendiri",0.0
3070,kalah mulu,0.0
3071,"masak teman satu tim di kasih Bot, kan kocak ni Game",0.0
3072,Game ampas main solo dapet tim kroco mulu,0.0
3073,"Sering frame rate, padahal game lain lancar semua",0.0
3074,Game rusak,0.0
3075,Frame nya jelek bgt sumpah,0.0
3076,Sering lag,0.0
3077,Karakter terlalu overpowered dan pay-to-win,0.0
3078,Kalau bikin game jangan ada sistem hitam nya dong,0.0
3079,Match matching gak seimbang Kalah terus di rank gold 2 Nyebelin mau naik rank aja GK bisa,0.0
3080,b aja,0.0
3081,"Ga kira-kira Dark System nya, Ls bisa berkali-kali, capek gendong sendiri",0.0
3082,Kenapa sekarang kalo main selalu frame drop parah padahal sebelum rilis global lancar banget,0.0
3083,Masih Jelek Dapet tim Gak Setara,0.0
3084,Tolong kenapa lamban sekali,0.0
3085,Agak jelek gtu,0.0
3086,Ngelek parah,0.0
3087,Game busuk,0.0
3088,scam katanya match making lebih seimbang tapi sama saja sama game sebelah tetap ad dark sistemnya,0.0
3089,"grafik udah paling rendah masih patah-patah, padahal di ML pakek grafik tinggi lancar-lancar aja tadi",0.0
3090,Gak asik,0.0
3091,Game burik,0.0
3092,Game burik nyindir ml game bot,0.0
3093,"Banyak dark systemnya lebih parah dari game ml, kalau udh gak ada dark system ku kasih bintang 5",0.0
3094,Dark sistemnya lebih parah,0.0
3095,Matchmaking sangat buruk dan tidak adil,0.0
3096,Game plagiattt,0.0
3097,Match nya fixingggg duluuuuuu Apaan gw rank ketemu timmmm diamond mulu padahal dah gm woiiiiii,0.0
3098,Game tholol banyak banget bot anj,0.0
3099,Gk suka gm nya pokok nya,0.0
3100,"Saat main layar suka nge freeze,",0.0
3101,Game plagiat,0.0
3102,Woi masa di lobby jarigan bagus pas main jarigan leg merah lagi perbaikin woi sistem ya,0.0
3103,Game nya sangat membosankan baru login aja udah bosan liatnya,0.0
3104,Banyak bug,0.0
3105,game nya frame jelek bgt plagiat juga emang game paling jelek di moba hok plagiatt!!!!,0.0
3106,Game plagiat,0.0
3107,Saya kira lebih baik dari mobile legends ternyata tidak lebih baik mungkin lebih buruk,0.0
3108,Penjiplak ml hok burik kaya ff,0.0
3109,GAME CACAT!,0.0
3110,pas masuk loby ngga bisa di gas dan stuck padahal HP lancar lancar aja tolong di perbaikin lagi,0.0
3111,Saya kecewa dengan Dev ini karena saya kira dev baik tapi lama kelamaan saya merasa dev ini akan menjadi seperti moonton dan sangat kikir,0.0
3112,Sering ngeleg,0.0
3113,"Selalu ketemu Ama dark sistem, selalu aja kalah, tolong kasih tim yang lebih seimbang, karena saya kalah terus gara gara ada orang ga bisa main",0.0
3114,Banyak dari sistem seperti ml,0.0
3115,Game nya bagus tapi kadang beberapa karakter nya mengucapkan kata yang tidak baik di tiru untuk anak² di bawah umur.,0.0
3116,Game aneh sama tim gblok,0.0
3117,bnyk hero aneh dan ga jelas hps lg lah..,0.0
3118,niru ml,0.0
3119,Banyak dark systemn,0.0
3120,Game ya suka lag padahal udah jaringan full,0.0
3121,Teman nya komputer semua kaya bendera masih luar negeri indo mending hapus aja gem nya dari play store,0.0
3122,Game jelek suka lag,0.0
3123,Pelagian ml,0.0
3124,Game ini meniru mobile legend 😠😡,0.0
3125,Game nya burik mata gua sakit kaku,0.0
3126,Gak ngotak dark sistemnya,0.0
3127,Gamenya itu bagus tapi permasalahan jaringan ketika mau masuk ke pertandingan suka nggak bisa dipencet padahal main game mobile legends itu masih bisa dipencet sedangkan game ini nggak bisa dipencet sama sekali tolonglah perbaiki permasalahan jaringan,0.0
3128,Aku GK suka game nya karena ikut ikut ml,0.0
3129,Game plagiat,0.0
3130,Game jelek,0.0
3131,Ga menarik minion lama movement speed juga lama gratis dikit doang udh songong prah,0.0
3132,"Suka lag brat,pdhal jaringan bgus main mlbb aja lancar",0.0
3133,Tolong lah kasih team tu yang ngerti main ini game rusak,0.0
3134,Game ini pay-to-win parah,0.0
3135,"kenapa kalo di gameplay tiba tiba frame/ngefrize padahal wifi lancar , hp aman aman aja tetapi pada saat main hok kenapa hancur bnget gameplay nya . LEBIH BAIK ML!!",0.0
3136,palgiat mobile legend hapus ajaaa,0.0
3137,Game jelek skin gratis tapi maen ya banyAk noooob asw,0.0
3138,Game nya gak seru,0.0
3139,Gamenya timnya gak seimbang masa gold ketemu bronze,0.0
3140,GAME AJG DARK SISTEIM,0.0
3141,Game burik mending main mlbb,0.0
3142,gameee babiiii,0.0
3143,"Tim nya GK jelas kroco semua coba klo ngasih tim yg bener yg sama"" tier nya",0.0
3144,"Terlalu banyak dark sistem Tim tidak sesuai ekspetasi, kebanyakan bot dalam permainan game play serasa aneh",0.0
3145,Terpaksa untuk unistalll dulu sudah hp bagusan signal oke tapi sering terjadi ngelag pas main malah war ini menjengkelkan,0.0
3146,Kurang seru,0.0
3147,Plangiat mlbb😂,0.0
3148,Plagiat ml,0.0
3149,.... Intinya jelek b aja,0.0
3150,Servernya buruk dan sering error,0.0
3151,kok mirp sm ml?,0.0
3152,Kenapa mas mau masuk ke geme ya lama banget maaf saya kasih bintang 1,0.0
3153,Geme peniru,0.0
3154,super lelet.... kebanyakan loading,0.0
3155,Game ini pay-to-win parah,0.0
3156,Servernya buruk dan sering error,0.0
3157,Kebanyakan iklan,0.0
3158,game pelit ga stabil,0.0
3159,Najis bet game ini player nya pada aneh,0.0
3160,Sekarang banyak dark sistem di hok ngak kayak dulu sebelum pelirisan ke global,0.0
3161,Ketika saya main tiba2 game menjadi frozen jadi saya tidak bisa memainkan nya dan menurut saya efek cc yang ada mungkin harus di sesuaikan karena menurut saya ada beberapa hero yang dapat memberikan cc terlalu lama secara sendirian,0.0
3162,Game gblk mending ml.,0.0
3163,Masih lebih bagus ml daripada hok game gagal,0.0
3164,Niru ml,0.0
3165,game nya kasih kalah Mulu,0.0
3166,dih najis ni game mnding ml😹,0.0
3167,Game burik ikut ikut mobilegens bang bang,0.0
3168,grafik nya jelek,0.0
3169,Sering ngelag di tengah permainan,0.0
3170,Sering koneksinya buruk,0.0
3171,Gak enak main Honor of kings masi seruaaan ml❤❤,0.0
3172,Niruin mobli legend,0.0
3173,Dark sistem kebanyakan ini,0.0
3174,game ampas,0.0
3175,Padahal wifiku nyala tapi ga bisa login game aneh,0.0
3176,Percuma skin banyak kalo team nya dark sistem,0.0
3177,Event nya sangatlah jelek masih banyak sekali ngebug.,0.0
3178,"Game tai, jelek bet",0.0
3179,Menjelekkan game lain,0.0
3180,Game tolol Leg nya minta ampun,0.0
3181,Jelek banget lebih bagus ml huuu,0.0
3182,Pembagian tim tidak sesuai tier pemain,0.0
3183,Game plagiat ml,0.0
3184,Game nya jelek baru bronze udah banyak kali dark systemya,0.0
3185,"Game nya bagus sih, cuman untuk main di rank selalu mendapatkan Tim yang buruk tolong lah HONOR OF KINGS perbaiki dong sistem jangan lah kasih draf yg ga masuk akal",0.0
3186,Ga jelas banget server nya.. Di kasih tim luar yg ga jelas terus Susah ngegendong Ampun dah sampe sini doang gw main.. Auto uninstal,0.0
3187,apk ngikutin,0.0
3188,Machmaking nya buruk saya dapat role yg sama. Terus menerus dan tim saya tidak bisa di ajak kerja sama dan tidak mendengarkan peringatan mundur lalu tingkat kemahiran pemain akan suatu Hero juga tidak seimbang Antara tim saya dan tim musuh,0.0
3189,Game tolol sistem matchmaking nya gk sesuai masi enakan mobile legend,0.0
3190,jelek banget awal awal sih lancar tapi kalau udah platinum mulai diikasih lawan yang gg bangett dan tim yang beban grafik juga semakin ngelag Walau dikasih hero gratis tapi pasaran jadi gak seru Mending ml aku,0.0
3191,Game kaya asu padahal gak ngaleg pas main ngeleg game kontol,0.0
3192,Burikk suka ngebug frame parah padahal hp Uda spek kelas atas,0.0
3193,Game isinya dark sistem semua,0.0
3194,Gua kalo lagi main setiap main reng pas war selalu ngeleg padahal jaringan wifi gua bagus tpi pas g war lancar,0.0
3195,Gm grafik majapahit,0.0
3196,Game licik sengaja kasih org lag,0.0
3197,"11 12 sama game sebelah banyak darksystem, enakan dlu skrng banyak player beban",0.0
3198,bego baru maen musuh ga setara tolol,0.0
3199,Update terbaru malah bikin lag,0.0
3200,Game plagiat,0.0
3201,Sinyal bagus tapi ga bisa masuk ranked sama normal,0.0
3202,Game apaan dh ni game udah burik skil nya jelek lagi ga pantes di download,0.0
3203,Gameplaynya monoton dan membosankan,0.0
3204,Game nya butut ngikutin ml,0.0
3205,Game burik,0.0
3206,Niruin game mobile legends jadi aku ksih bintang 0,0.0
3207,Kontrolnya jelek dan tidak responsif,0.0
3208,Bagus tapi cuman sementara karena lama lama mudah bodenin,0.0
3209,Status game gua suka ilang kalo udah main udah menang malah ilang riwayat nya bintang nya juga gak nambah,0.0
3210,Gem babai gem haram gem burik ikutin gem sepblah🤣🤣🤣🤣🤣,0.0
3211,jaringannya belum stabil min,0.0
3212,Game plagiat,0.0
3213,Banyak dark system nya jadi males gua,0.0
3214,Katanya gampang baru bronze 1 aja udh susah apa apaan🙄🙄🙄,0.0
3215,Mau login sama selesai main lama banget,0.0
3216,Gajelas suka keluar sendiri anjj,0.0
3217,"Sama aja kayak ML, banyak player feeder, gak sesuai Lane, Dark system. Bad game & dead game",0.0
3218,Geme nya banyak bug gk bisa di klik tolong di perbaiki lagi kalo enggak aku pindah ke mobile legend,0.0
3219,Game nya sangat bagus,0.0
3220,Game plagiat parrrah jangan di download jelek banget 🤢🤢🤢🤢🤮🤮🤮🤮👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,0.0
3221,Dasar game tiruan mobile legends masih mending ke mobile legends daripada ke hok🙄,0.0
3222,GAME LAWAK UDAH BURIQ PLAGIAT LAGI 🫢 Ide mahal Boss,0.0
3223,Gamenya patah patah gak bisa cari match gimana ini developer,0.0
3224,Game jelek gak suka,0.0
3225,Baru Main Udah Ada Aja Bug Jaringannya Anjirrr,0.0
3226,Game nya patah patah padahal wifi ku bagus apakah bisa diperbaiki ?,0.0
3227,"Hok susah bet naik tier harus 15 hari baru bsa, 14 harinya naik turun aja disitu, sudah d mainin malah kek gitu, sudah q unisstal kecewa betul.",0.0
3228,Karna kalo udh beberapa kali main musuh nya semakin susah,0.0
3229,"Kenapa setiap di UI main menu, lobby itu ngefreeze Mulu ya. Tapi pas main aman aman saja. Tolong perbaiki bugnya",0.0
3230,Teruntuk honor of king jika ingin banyak pemain memainkan game ini mohon ruangan penyimpanan nya di per kecil di updet selanjutnya mohon kerja sama nya,0.0
3231,Kenapa saya selalu kalah main ini game menang hanya 1 atau 2 kenapa tolong bantu,0.0
3232,Aku kasih bintang ini 2 karena sangat besar harus menghapus aplikasi yang lain,0.0
3233,games sih bagus cuma playernya lebih tolol dari mobile legend. gw lebih baik main sama dark sistem ml daripada game ini. banyak player sampah. jangan buang waktu lu apalagi main solo HAHA,0.0
3234,Woi lah gue main 2 lagi mau GM timnya gak bener ya mungkin dark sistem ml ke sini jadi gue rehat 1 hari tapi tetep aja gak naik padahal gue udah serius Ampe gadang dan akhirnya nyerah malas lah main game gini,0.0
3235,kurang bagus tolong diperbaiki lagi game nya,0.0
3236,"Awalnya sih lancar-lancar aja, tapi kenapa lama-lama lemot cok, padahal sinyal bagus anjir",0.0
3237,Game banyak darksitem selalu dapet tim yg g bisa bermain tolong untuk diperbaiki seperti mendapatkan bintang perlindungan,0.0
3238,Game nya jelek masih bagusan ml,0.0
3239,Game burik Hok masih bagusan mlbb. dark siatem setiap saat. game aneh turet gede padasaat hancur bekasnya kecil.,0.0
3240,"Sistem Match Masih Gak Bener, mentok di rank diamond Mulu, dapet musuh GG, dapet temen sampah.",0.0
3241,geme sampah,0.0
3242,ga seru,0.0
3243,Game nya gk seru biasa aja,0.0
3244,"Ternyata Pas udh dapat di rank platinum, nggak ada bedanya sama MLBB BAHKAN LEBIH PARAH, pemain nggak ngerti split push, nggak ngerti ganking",0.0
3245,Geme nya bagus tpi kurang HDD aja,0.0
3246,Sayaa eggk bisa masuk ke in game padahal saya cobain kesemua game masih bisa cuma di hok doang eggkk bisa tolong di perbaiki lagi,0.0
3247,Miskin udh MB gede dapet tim ngetrol mending gw hapus uuuu game miskin mending ml,0.0
3248,Ow benerin dong game nya gua mau main malah terus gabisa main benerin,0.0
3249,Game gaje tolol,0.0
3250,Ngelag gamenya,0.0
3251,Aku pernah mainkan sekali tapi habis itu aku gk bisa mainin lagi😞😞,0.0
3252,Matchmaking sangat buruk dan tidak adil,0.0
3253,EH TLOL KALAU MATCH NYA YANG IMBANG,0.0
3254,Game susah,0.0
3255,Buruk sering leg leg kalian yang hp kentang jangan download game ini ga cocok,0.0
3256,Byk dark system trs jg g adil pemilihan pemainnya kecewa berat,0.0
3257,Ah elah game plagiat,0.0
3258,Tolong berikan kami tim yang bisa bermain dan mengerti rulles,0.0
3259,Perbaiki dong bug nya pas bikin room fps nya langsung turun,0.0
3260,BURIK BANGET,0.0
3261,Banyak dark system,0.0
3262,"Game ampas, mending mobile lagend bisa d andalkan timnya,hok war timnya gk jelas lol mana buta map lagi",0.0
3263,Tim musuh hebat sedangkan rptim saya bot.katanya gak ada yang rebutan role tapi kok ada yang rebutan role,0.0
3264,Aku kasih bintang 1 apa temanya suruh kumpul malah maen sendiri,0.0
3265,Dark system lebih parah dri game sebelah:),0.0
3266,Bisa gakkk sihh ngasihh tim sama musuh ituu imbang?Masaaa iyaaaa sama ajaaa sama ML banyak dark sistemnya?.Bikin males Maen ajaaa.,0.0
3267,Jelek beet najis🤢🤢🤢🤢,0.0
3268,"Apa coba, ngasih tim ga jelas mulu, inisih dark sistemnya lebih parah dari ml, paling parah malah",0.0
3269,Banyakkan dark system dari indo pula,0.0
3270,Permainan yg sangat buruk setiap mau naik rank pasti di temuin draksistem lu gak kasiahn prilaku adil min jgn sampe pemain jenuh smpe uninstal,0.0
3271,"Matchmaking tidak seimbang, jangan harap mau kalahin ml",0.0
3272,"Sistem macth making nya sangat berantakan ,saya selalu berjumpa dengan team yg bodoh ,sedangkan team musuh selalu orang orang jago, game tidak seimbang, saya bahkan bisa kalah hingga 6 kali berturut-turut,saya akan kembali ke mlbb ,bye",0.0
3273,Ngikut ngikut ml aja,0.0
3274,"Game Babi, kalo mau disanjung. Jangan buat dark sistem terus. Dari dulu rank saya naik turun, gapernah naik sedikit pun. Kalo anda seperti ini terus, saya akan uninstall selamanya",0.0
3275,Jaringn bagus udh masuk g bisa di main kan gk bisa d klik sama sekali jaringn mera trus delay lagih,0.0
3276,Game plagiat,0.0
3277,Gem nya bagusan ml,0.0
3278,Aku main serius kenapa di kasih tim feeder,0.0
3279,GAME TOLOL BANYAK DARK SISTEM KOCAK,0.0
3280,"Geme ampas, ga sesuai ketemu musuh tiar gede server bebas lgi sering ketemu tim ga paham main musuh ya pro, gimn sih sistem hok game ampas, mending main ml aja lgi, auto hapus hok",0.0
3281,Susah klo tim dpt bot semua tier platinum juga ga ngaruh dptnya bot,0.0
3282,Match making ancur,0.0
3283,"Game sampah, ngasih tim bot terus, musuhnya player, gak ngotak.",0.0
3284,Karakter terlalu overpowered dan pay-to-win,0.0
3285,Tolong laa di perbaiki dah cape dapat tim bott Mulu banya player gak jelasss,0.0
3286,Game jelek grafik tinggi pun masi burik,0.0
3287,Selalu nglag ngak bisa masuk padahal masih banyak memori yang tersedia anehhhhhh banget setiap main keluar terus padahal sudah coba wifi/data,0.0
3288,Game animasi nya berat,0.0
3289,Game gk jelas,0.0
3290,Banyak dark sistem,0.0
3291,Mohon untuk dev nerf hero heino karena terlalu over power dan tidak keseimbangan saat pertandingan 🙏,0.0
3292,"game busuk udh bgus ad sistem pemilihan lane, udh di pilih lane itu pas ranked dpet nya lane yg lain kecewa beratttttttt",0.0
3293,"Sama kaya game sebelah , lostrek juga pusing main nya",0.0
3294,KURANG COCOK BAGI GW DI HP KENTANG SOALNYA NGELAG PARAH DARIPADA ML,0.0
3295,Terkadang jika ingin mengklaim hadiah suka lag/stuck,0.0
3296,"Tidak jelas penilaian MVP dari sebuah match Sistem matchmaking sangat tidak wajar apalagi di rank bawah Sistem report yamg berfungsi hanya mencuri lane, selebihnya akan di tolak sistem Satu bintang untuk kekurangan tersebut",0.0
3297,Game ini sangat jelek game ini sering di main kan oleh wibu,0.0
3298,"Awal2 doang servernya bagus, lama lama kayak game sebelah, ampas",0.0
3299,Lag perbaiki,0.0
3300,Ganggu bgt iklan nya,0.0
3301,Gamenya busuk,0.0
3302,Kagak asik game nya mendingan ML sih menurut saya,0.0
3303,Matchmaking lama,0.0
3304,"Game kebanyakan delay berat banget, dikit dikit ngeframe, ram gede sama aja, gajelas",0.0
3305,Ngasih team yang bener anjg dark system lu gabungin sama gua game tolol,0.0
3306,Game ccd kaga jelas ajg mmk,0.0
3307,"Apaan game ngelag terus sampe login 10x baru bisa, ga bisa di pencet. Kecewa la",0.0
3308,"apk nya lag parah,loading nya lama sinyal bagus tetap nge lag",0.0
3309,"Game sampah, Masa Loadingnya aja Bisa Berjam jam tiap kali masuk",0.0
3310,"Dapet tim gk pernah bisa main njir, HOK game ampas",0.0
3311,"Awal"" doang bagus ujung""nya kayak ml di kasih tim yang ga bisa main terus",0.0
3312,Tak sesuai dengan iklannya Ternyata tidak bagus dengan tampilan iklannya dan susah,0.0
3313,ping sering drop secara tiba-tiba dev,0.0
3314,Game banyak dark sistem,0.0
3315,Cuihh... dark sistem gila parah Mending lagi mobile legend,0.0
3316,"Keluhan: min knp masih sama ngestuck mulu pdhl jaringan 4G truss penyimpanan masih banyak kok tetep ngestuck pliss lahh pengen maen gw min dari kmren gak bisa maen"" Gara ngestuck mulu",0.0
3317,"apakah cuma saya, saya tidak tau setiap main game ini saya ngelag sekali sedang kan memain kan game lain itu baik baik saja dan cepat panas hp saya dan kiota yg barusaya beli dalam sekejap hbis dalam sehari padahal saya beli nya 25GB",0.0
3318,Menurut game nya kurang,0.0
3319,"Gamenya bagus tapi masih banyak kurangnya contohnya di masalah lag Masa mau main malah lag Trs gak mau kepencet Pas main kadang lag parah tiba""keluar dari map😭kadang jalan sendiri padahal sinyal bagusloh kesel kadang kalo main tuh",0.0
3320,untuk developer nya mohon kurangi animasi di loby nya karena animasi ny bikin hp patah patah,0.0
3321,Game tolol boros kuota masak main dua game habis satu gb,0.0
3322,"Player mati banyak tapi gak ada hukuman sama sekali parah, banyak orang ngefeed",0.0
3323,ketika saya main selalu sinyal nya jelek padahal wifi rumah saya bagus,0.0
3324,Cape banyak sistem hitamnya udah kalah 8 kali tetap aja sistem hitam diberikan cape,0.0
3325,"Kalo kasi tim itu yang setara lah, masa rank tinggi di kasi tim ga guna",0.0
3326,Game nya bagus cuma satu masalahnya sistem machmaking nya lebih parah dari ml Dark sistem Mulu ketemunya,0.0
3327,"Tukang copy, game burikk",0.0
3328,Geme niru kok bangga,0.0
3329,"Player ML dark sistem pada pindah kesini semua, alhasil ngerusak game. Semoga para dark sistem ML diberi azab.",0.0
3330,Game terlalu berat signal di game ini patah patah bahkan signal nya nglek,0.0
3331,"Match makingnya dong seimbangin masa tiap main solo dapet timnya ampas mulu giliran musuh pada jago, tolong juga jaringannya tingkatin jangan dikit-dikit ngelag jangan kaya game sebelah mintingin fitur fitur sama kualitas tapi ga mentingin playernya tolong match makingnya biar adil",0.0
3332,"Game nya lebih tolol dari game sebelah di kasih tim bot mulu musuh nya jago,saya udah main ini rank saya master 3 bintang 2 mau push rank malah turun rank nya sampai master 5",0.0
3333,"Masih banyak kekurangan, sering dapat tim tier bawah 😒 gk sesuai tier",0.0
3334,Jelek bnyk player dark sistem males main nih game mending main ml,0.0
3335,Lama banget login nya lebih baik mlbb,0.0
3336,Ini game makin malam kita main nya semakin banyak dark system nya sumpah saya kesal sekali 😡,0.0
3337,Makin lama makin banyak daksistem nya,0.0
3338,Terlalu banyak iklan mengganggu,0.0
3339,"Jaringan pas main suka ilang, jelek",0.0
3340,tombol yang tidak responsif dan analog yang hilang tolong di perbaiki,0.0
3341,"Bagus sih tapi tolong ya kenapa pas gw lagi main ngelag banget sampai ngefreeze layar nya padahal dah grafis paling rendah , patah2 naikin rank eh turun gara2 layar ngefreeze, diperbaikin ya🙏",0.0
3342,"Kalau solo ketemu team idiot terus tpi musuhnya jago tolong yg udah pernah saya report untuk tidak bisa se team lagi apalgi solo,",0.0
3343,Animasinya sangat kaku dan hero nya tidak seimbang,0.0
3344,Tidak bisa login padahal jaringan stabil,0.0
3345,"Game tolol ketika main solo di ranked tidak naik, ketika main bersama (squad) naik ranked",0.0
3346,Iklan nya ganggu bettt dah,0.0
3347,HOK mengusir player. Saya baru perbaiki reputasi menjadi 90. Setelah main 1 ranked terus saya ke home. Dan yg bener saja reputasi saya di potong menjadi 74.. saran saya new player yg sekiranya cari game yg fun JANGAN MAIN HOK,0.0
3348,Agak burik,0.0
3349,"Parah dari ML , dapet dark system' bukan asal asal main lagi tapi bocil asia ga tau moba parah game ampass",0.0
3350,Reward harian terlalu sedikit dan tidak menarik,0.0
3351,Jelek banget gw aja liat nya gak sudi,0.0
3352,"Masalah Framedrop, delay skill/mov, Matchmaking sangag tidak masuk akal (normal sih kalo khusus game kompe)",0.0
3353,"Kebanyakan dark sistem yang mengganggu , TIDAK TAU BERMAIN.Menyalakan mikrofon juga percuma mereka tidak mendengarkan. Dan selalu berbuat momen bodoh, dan selalu saya yang gendong, tidak terjadi skali diu kali tapi berkali kali Moba yang aku rasakan 1vs9",0.0
3354,Ku kira lebih mendingan dari ml malah lebih parah makin kesini,0.0
3355,Game nya suka ngelek,0.0
3356,Plagiat jelek lg game nya mana iklanya ngerendahin game lain hdehhhh,0.0
3357,Game. Burik. Haram,0.0
3358,"Bintang satu dah. Masak dah capek download semua data game nya malah hilang,alhasil malah download ulang lagi deh. Gak ada hapus data atau yang lain lain",0.0
3359,"Masih kaku gamenya,",0.0
3360,Masih banyak orang yg gak paham main,0.0
3361,"Game gajelas, dikasih tim noob terus",0.0
