index,Content,Preprocessing,Sentimen,Prediksi,Category
5714,GAK NGOTAKKK STUN NYA LAMA BETT JIR LAH,"['tidak', 'ngotak', 'stun', 'banget', 'jir']",negatif,negatif,TN
5717,Ping selalu tinggi,['ping'],negatif,negatif,TN
5721,Baru rilis kok langsung nyindir ml,"['baru', 'rilis', 'langsung', 'nyindir', 'ml']",negatif,negatif,TN
5723,Jelek,['jelek'],negatif,negatif,TN
5724,kurang suka grafik nya,"['suka', 'grafik']",negatif,positif,FP
5725,Tolong ini kenapa ko suka suka nge freez gajelas bukan dari hp nya tapi udh di matiin data seluler masi nge freez harus realog muluu,"['tolong', 'ko', 'suka', 'suka', 'nge', 'freeze', 'tidak', 'jelas', 'hp', 'udah', 'matin', 'data', 'seluler', 'mas', 'nge', 'freeze', 'realog', 'mulu']",negatif,negatif,TN
5727,Dasar plagiattt mobile legend,"['dasar', 'plagiat', 'mobile', 'legend']",negatif,negatif,TN
5728,GM ya GK seru mending ml,"['game', 'ya', 'tidak', 'seru', 'mending', 'ml']",negatif,negatif,TN
5730,Game sampah masa rank master dari 10 match 9 match di pasangin sama orang orang skill bronzr,"['game', 'sampah', 'rank', 'master', 'match', 'match', 'pasangin', 'orang', 'orang', 'skill', 'bronzr']",negatif,negatif,TN
5731,Game kok kaku 🥶🥶🥶🥶,"['game', 'kaku']",negatif,negatif,TN
5733,Lebih seru mlbb,"['lebih', 'seru', 'mlbb']",negatif,positif,FP
5734,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
5735,Plagiat emel,"['plagiat', 'ml']",negatif,negatif,TN
5736,Masih menjadi misteri kok lawan sangat sulit,"['misteri', 'lawan', 'sangat', 'sulit']",negatif,negatif,TN
5738,Burukkkkkkkk terlalu berat,"['buruk', 'berat']",negatif,negatif,TN
5742,"bagusss tapiii .. dapet tim nggak Balance, antara musuh sama tim sendiri","['bagus', 'dapet', 'tim', 'tidak', 'balance', 'musuh', 'tim']",negatif,negatif,TN
5744,kalah mulu,"['kalah', 'mulu']",negatif,negatif,TN
5745,"masak teman satu tim di kasih Bot, kan kocak ni Game","['teman', 'tim', 'kasih', 'bot', 'kocak', 'game']",negatif,negatif,TN
5747,Game ampas main solo dapet tim kroco mulu,"['game', 'ampas', 'main', 'solo', 'dapet', 'tim', 'kroco', 'mulu']",negatif,negatif,TN
5750,"Sering frame rate, padahal game lain lancar semua","['sering', 'frame', 'rate', 'game', 'lancar', 'semua']",negatif,negatif,TN
5753,Game rusak,"['game', 'rusak']",negatif,negatif,TN
5754,Frame nya jelek bgt sumpah,"['frame', 'jelek', 'banget', 'sumpah']",negatif,negatif,TN
5755,Sering lag,"['sering', 'lag']",negatif,negatif,TN
5756,jelek,['jelek'],negatif,negatif,TN
5760,Kalau bikin game jangan ada sistem hitam nya dong,"['game', 'jangan', 'system', 'hitam']",negatif,negatif,TN
5764,Match matching gak seimbang Kalah terus di rank gold 2 Nyebelin mau naik rank aja GK bisa,"['match', 'matching', 'tidak', 'imbang', 'kalah', 'rank', 'gold', 'nyebelin', 'naik', 'rank', 'tidak', 'bisa']",negatif,negatif,TN
5770,b aja,['bintang'],negatif,negatif,TN
5774,"Ga kira-kira Dark System nya, Ls bisa berkali-kali, capek gendong sendiri","['tidak', 'kirakira', 'dark', 'system', 'ls', 'bisa', 'berkalikali', 'lelah', 'gendong']",negatif,negatif,TN
5776,Kenapa sekarang kalo main selalu frame drop parah padahal sebelum rilis global lancar banget,"['main', 'frame', 'drop', 'parah', 'rilis', 'global', 'lancar', 'banget']",negatif,negatif,TN
5778,Masih Jelek Dapet tim Gak Setara,"['jelek', 'dapet', 'tim', 'tidak', 'tara']",negatif,negatif,TN
5780,Tolong kenapa lamban sekali,"['tolong', 'lamban', 'sekali']",negatif,negatif,TN
5785,Agak jelek gtu,['jelek'],negatif,negatif,TN
5786,Ngelek parah,"['ngelag', 'parah']",negatif,negatif,TN
5787,Game busuk,"['game', 'busuk']",negatif,negatif,TN
5790,scam katanya match making lebih seimbang tapi sama saja sama game sebelah tetap ad dark sistemnya,"['scam', 'match', 'making', 'lebih', 'imbang', 'game', 'belah', 'ad', 'dark', 'system']",negatif,negatif,TN
5791,"grafik udah paling rendah masih patah-patah, padahal di ML pakek grafik tinggi lancar-lancar aja tadi","['grafik', 'udah', 'rendah', 'patahpatah', 'ml', 'pakai', 'grafik', 'lancarlancar']",negatif,negatif,TN
5792,Gak asik,"['tidak', 'asik']",negatif,positif,FP
5794,Game burik,"['game', 'burik']",negatif,negatif,TN
5795,Game burik nyindir ml game bot,"['game', 'burik', 'nyindir', 'ml', 'game', 'bot']",negatif,negatif,TN
5798,"Banyak dark systemnya lebih parah dari game ml, kalau udh gak ada dark system ku kasih bintang 5","['banyak', 'dark', 'systemnya', 'lebih', 'parah', 'game', 'ml', 'udah', 'tidak', 'dark', 'system', 'kasih', 'bintang']",negatif,negatif,TN
5803,Dark sistemnya lebih parah,"['dark', 'system', 'lebih', 'parah']",negatif,negatif,TN
5804,PLAGIAT,['plagiat'],negatif,negatif,TN
5805,Game plagiattt,"['game', 'plagiat']",negatif,negatif,TN
5806,Match nya fixingggg duluuuuuu Apaan gw rank ketemu timmmm diamond mulu padahal dah gm woiiiiii,"['match', 'fixing', 'rank', 'ketemu', 'tim', 'diamond', 'mulu', 'dah', 'game', 'woi']",negatif,negatif,TN
5808,Game tholol banyak banget bot anj,"['game', 'tholol', 'banyak', 'banget', 'bot', 'anjing']",negatif,negatif,TN
5809,Gk suka gm nya pokok nya,"['tidak', 'suka', 'game', 'pokok']",negatif,positif,FP
5810,"Saat main layar suka nge freeze,","['main', 'layar', 'suka', 'nge', 'freeze']",negatif,negatif,TN
5812,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
5813,Woi masa di lobby jarigan bagus pas main jarigan leg merah lagi perbaikin woi sistem ya,"['woi', 'beranda', 'jarigan', 'bagus', 'pas', 'main', 'jarigan', 'lag', 'merah', 'perbaikin', 'woi', 'system', 'ya']",negatif,negatif,TN
5816,Game nya sangat membosankan baru login aja udah bosan liatnya,"['game', 'sangat', 'bosan', 'baru', 'login', 'udah', 'bosan', 'liat']",negatif,negatif,TN
5825,Banyak bug,"['banyak', 'bug']",negatif,negatif,TN
5827,game nya frame jelek bgt plagiat juga emang game paling jelek di moba hok plagiatt!!!!,"['game', 'frame', 'jelek', 'banget', 'plagiat', 'emang', 'game', 'jelek', 'moba', 'honor', 'of', 'kings', 'plagiat']",negatif,negatif,TN
5832,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
5837,Saya kira lebih baik dari mobile legends ternyata tidak lebih baik mungkin lebih buruk,"['lebih', 'baik', 'mobile', 'legends', 'tidak', 'lebih', 'baik', 'lebih', 'buruk']",negatif,positif,FP
5838,Penjiplak ml hok burik kaya ff,"['plagiat', 'ml', 'honor', 'of', 'kings', 'burik', 'ff']",negatif,negatif,TN
5840,GAME CACAT!,"['game', 'cacat']",negatif,negatif,TN
5841,pas masuk loby ngga bisa di gas dan stuck padahal HP lancar lancar aja tolong di perbaikin lagi,"['pas', 'masuk', 'beranda', 'tidak', 'bisa', 'gas', 'stuck', 'hp', 'lancar', 'lancar', 'tolong', 'perbaikin']",negatif,negatif,TN
5843,Saya kecewa dengan Dev ini karena saya kira dev baik tapi lama kelamaan saya merasa dev ini akan menjadi seperti moonton dan sangat kikir,"['kecewa', 'developer', 'developer', 'baik', 'kelam', 'developer', 'moonton', 'sangat', 'pelit']",negatif,positif,FP
5847,Sering ngeleg,"['sering', 'ngelag']",negatif,negatif,TN
5848,"Selalu ketemu Ama dark sistem, selalu aja kalah, tolong kasih tim yang lebih seimbang, karena saya kalah terus gara gara ada orang ga bisa main","['ketemu', 'dark', 'system', 'kalah', 'tolong', 'kasih', 'tim', 'lebih', 'imbang', 'kalah', 'gara', 'gara', 'orang', 'tidak', 'bisa', 'main']",negatif,negatif,TN
5849,Banyak dari sistem seperti ml,"['banyak', 'system', 'ml']",negatif,negatif,TN
5851,Game nya bagus tapi kadang beberapa karakter nya mengucapkan kata yang tidak baik di tiru untuk anak² di bawah umur.,"['game', 'bagus', 'kadang', 'karakter', 'tidak', 'baik', 'tiru', 'anak', 'umur']",negatif,negatif,TN
5853,Game aneh sama tim gblok,"['game', 'aneh', 'tim', 'gblok']",negatif,negatif,TN
5854,bnyk hero aneh dan ga jelas hps lg lah..,"['banyak', 'hero', 'aneh', 'tidak', 'jelas', 'hps']",negatif,negatif,TN
5855,niru ml,"['plagiat', 'ml']",negatif,negatif,TN
5856,Banyak dark systemn,"['banyak', 'dark', 'systemn']",negatif,negatif,TN
5857,Game ya suka lag padahal udah jaringan full,"['game', 'ya', 'suka', 'lag', 'udah', 'jaring', 'penuh']",negatif,negatif,TN
5859,Teman nya komputer semua kaya bendera masih luar negeri indo mending hapus aja gem nya dari play store,"['teman', 'komputer', 'semua', 'bendera', 'luar', 'negeri', 'indo', 'mending', 'hapus', 'game', 'play', 'store']",negatif,negatif,TN
5860,Game jelek suka lag,"['game', 'jelek', 'suka', 'lag']",negatif,negatif,TN
5861,Pelagian ml,"['lagi', 'ml']",negatif,negatif,TN
5862,Game ini meniru mobile legend 😠😡,"['game', 'plagiat', 'mobile', 'legend']",negatif,negatif,TN
5864,Game nya burik mata gua sakit kaku,"['game', 'burik', 'mata', 'sakit', 'kaku']",negatif,negatif,TN
5865,Gak ngotak dark sistemnya,"['tidak', 'ngotak', 'dark', 'system']",negatif,negatif,TN
5866,Gamenya itu bagus tapi permasalahan jaringan ketika mau masuk ke pertandingan suka nggak bisa dipencet padahal main game mobile legends itu masih bisa dipencet sedangkan game ini nggak bisa dipencet sama sekali tolonglah perbaiki permasalahan jaringan,"['gamenya', 'bagus', 'masalah', 'jaring', 'masuk', 'tanding', 'suka', 'tidak', 'bisa', 'pencet', 'main', 'game', 'mobile', 'legends', 'bisa', 'pencet', 'game', 'tidak', 'bisa', 'pencet', 'sekali', 'tolong', 'baik', 'masalah', 'jaring']",negatif,negatif,TN
5869,Aku GK suka game nya karena ikut ikut ml,"['tidak', 'suka', 'game', 'ml']",negatif,negatif,TN
5871,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
5876,Game jelek,"['game', 'jelek']",negatif,negatif,TN
5878,Ga menarik minion lama movement speed juga lama gratis dikit doang udh songong prah,"['tidak', 'tarik', 'minion', 'movement', 'sped', 'gratis', 'dikit', 'doang', 'udah', 'songong', 'prah']",negatif,positif,FP
5880,"Suka lag brat,pdhal jaringan bgus main mlbb aja lancar","['suka', 'lag', 'bratpdhal', 'jaring', 'bagus', 'main', 'mlbb', 'lancar']",negatif,negatif,TN
5882,Tolong lah kasih team tu yang ngerti main ini game rusak,"['tolong', 'kasih', 'team', 'ngerti', 'main', 'game', 'rusak']",negatif,negatif,TN
5883,Pelagiat,['plagiat'],negatif,negatif,TN
5884,"kenapa kalo di gameplay tiba tiba frame/ngefrize padahal wifi lancar , hp aman aman aja tetapi pada saat main hok kenapa hancur bnget gameplay nya . LEBIH BAIK ML!!","['gameplay', 'framengefrize', 'wifi', 'lancar', 'hp', 'aman', 'aman', 'main', 'honor', 'of', 'kings', 'hancur', 'banget', 'gameplay', 'lebih', 'baik', 'ml']",negatif,negatif,TN
5888,palgiat mobile legend hapus ajaaa,"['palgiat', 'mobile', 'legend', 'hapus']",negatif,negatif,TN
5895,Game jelek skin gratis tapi maen ya banyAk noooob asw,"['game', 'jelek', 'skin', 'gratis', 'main', 'ya', 'banyak', 'payah', 'anjing']",negatif,positif,FP
5900,Game nya gak seru,"['game', 'tidak', 'seru']",negatif,positif,FP
5902,Gamenya timnya gak seimbang masa gold ketemu bronze,"['gamenya', 'tim', 'tidak', 'imbang', 'gold', 'ketemu', 'bronze']",negatif,negatif,TN
5904,GAME AJG DARK SISTEIM,"['game', 'anjing', 'dark', 'sisteim']",negatif,negatif,TN
5911,Game burik mending main mlbb,"['game', 'burik', 'mending', 'main', 'mlbb']",negatif,negatif,TN
5913,gameee babiiii,"['game', 'babi']",negatif,negatif,TN
5915,"Tim nya GK jelas kroco semua coba klo ngasih tim yg bener yg sama"" tier nya","['tim', 'tidak', 'jelas', 'kroco', 'semua', 'coba', 'ngasih', 'tim', 'bener', 'tier']",negatif,negatif,TN
5918,"Terlalu banyak dark sistem Tim tidak sesuai ekspetasi, kebanyakan bot dalam permainan game play serasa aneh","['banyak', 'dark', 'system', 'tim', 'tidak', 'sesuai', 'ekspetasi', 'banyak', 'bot', 'main', 'game', 'play', 'serasa', 'aneh']",negatif,negatif,TN
5919,Terpaksa untuk unistalll dulu sudah hp bagusan signal oke tapi sering terjadi ngelag pas main malah war ini menjengkelkan,"['paksa', 'unistal', 'hp', 'bagus', 'signal', 'oke', 'sering', 'ngelag', 'pas', 'main', 'war', 'jengkel']",negatif,negatif,TN
5921,Kurang seru,['seru'],negatif,positif,FP
5923,Plangiat mlbb😂,"['plangiat', 'mlbb']",negatif,negatif,TN
5925,Plagiat ml,"['plagiat', 'ml']",negatif,negatif,TN
5926,.... Intinya jelek b aja,"['inti', 'jelek', 'bintang']",negatif,negatif,TN
5927,Jelek,['jelek'],negatif,negatif,TN
5928,kok mirp sm ml?,"['mirp', 'ml']",negatif,negatif,TN
5929,Kenapa mas mau masuk ke geme ya lama banget maaf saya kasih bintang 1,"['mas', 'masuk', 'game', 'ya', 'banget', 'maaf', 'kasih', 'bintang']",negatif,negatif,TN
5933,Geme peniru,"['game', 'tiru']",negatif,negatif,TN
5936,super lelet.... kebanyakan loading,"['super', 'lelet', 'banyak', 'loading']",negatif,negatif,TN
5940,Burik,['burik'],negatif,negatif,TN
5942,bagus,['bagus'],negatif,positif,FP
5945,Kebanyakan iklan,"['banyak', 'iklan']",negatif,negatif,TN
5947,game pelit ga stabil,"['game', 'pelit', 'tidak', 'stabil']",negatif,positif,FP
5948,Najis bet game ini player nya pada aneh,"['najis', 'banget', 'game', 'player', 'aneh']",negatif,negatif,TN
5949,Sekarang banyak dark sistem di hok ngak kayak dulu sebelum pelirisan ke global,"['banyak', 'dark', 'system', 'honor', 'of', 'kings', 'tidak', 'liris', 'global']",negatif,negatif,TN
5950,Ketika saya main tiba2 game menjadi frozen jadi saya tidak bisa memainkan nya dan menurut saya efek cc yang ada mungkin harus di sesuaikan karena menurut saya ada beberapa hero yang dapat memberikan cc terlalu lama secara sendirian,"['main', 'game', 'frozen', 'tidak', 'bisa', 'main', 'efek', 'cc', 'sesuai', 'hero', 'cc']",negatif,negatif,TN
5955,Game gblk mending ml.,"['game', 'gblk', 'mending', 'ml']",negatif,negatif,TN
5956,Masih lebih bagus ml daripada hok game gagal,"['lebih', 'bagus', 'ml', 'honor', 'of', 'kings', 'game', 'gagal']",negatif,positif,FP
5958,Niru ml,"['plagiat', 'ml']",negatif,negatif,TN
5959,game nya kasih kalah Mulu,"['game', 'kasih', 'kalah', 'mulu']",negatif,negatif,TN
5960,dih najis ni game mnding ml😹,"['dih', 'najis', 'game', 'mending', 'ml']",negatif,negatif,TN
5961,Game burik ikut ikut mobilegens bang bang,"['game', 'burik', 'mobilegens', 'bang', 'bang']",negatif,negatif,TN
5963,grafik nya jelek,"['grafik', 'jelek']",negatif,negatif,TN
5964,Gajelas,"['tidak', 'jelas']",negatif,negatif,TN
5965,Sering koneksinya buruk,"['sering', 'koneksi', 'buruk']",negatif,negatif,TN
5968,Gak enak main Honor of kings masi seruaaan ml❤❤,"['tidak', 'enak', 'main', 'honor', 'of', 'kings', 'mas', 'seru', 'ml']",negatif,negatif,TN
5974,Niruin mobli legend,"['niruin', 'mobli', 'legend']",negatif,negatif,TN
5975,Dark sistem kebanyakan ini,"['dark', 'system', 'banyak']",negatif,negatif,TN
5978,game ampas,"['game', 'ampas']",negatif,negatif,TN
5979,Padahal wifiku nyala tapi ga bisa login game aneh,"['wifiku', 'nyala', 'tidak', 'bisa', 'login', 'game', 'aneh']",negatif,negatif,TN
5980,Percuma skin banyak kalo team nya dark sistem,"['percuma', 'skin', 'banyak', 'team', 'dark', 'system']",negatif,negatif,TN
5983,Event nya sangatlah jelek masih banyak sekali ngebug.,"['event', 'jelek', 'banyak', 'sekali', 'ngebug']",negatif,positif,FP
5987,"Game tai, jelek bet","['game', 'tai', 'jelek', 'banget']",negatif,negatif,TN
5988,Menjelekkan game lain,"['jelek', 'game']",negatif,negatif,TN
5989,Game tolol Leg nya minta ampun,"['game', 'tolol', 'lag', 'ampun']",negatif,negatif,TN
5991,Jelek banget lebih bagus ml huuu,"['jelek', 'banget', 'lebih', 'bagus', 'ml', 'hu']",negatif,negatif,TN
5992,Pembagian tim tidak sesuai tier pemain,"['bagi', 'tim', 'tidak', 'sesuai', 'tier', 'main']",negatif,negatif,TN
5996,Game plagiat ml,"['game', 'plagiat', 'ml']",negatif,negatif,TN
5997,Game nya jelek baru bronze udah banyak kali dark systemya,"['game', 'jelek', 'baru', 'bronze', 'udah', 'banyak', 'kali', 'dark', 'systemya']",negatif,negatif,TN
5998,"Game nya bagus sih, cuman untuk main di rank selalu mendapatkan Tim yang buruk tolong lah HONOR OF KINGS perbaiki dong sistem jangan lah kasih draf yg ga masuk akal","['game', 'bagus', 'sih', 'cuman', 'main', 'rank', 'tim', 'buruk', 'tolong', 'honor', 'of', 'kings', 'baik', 'system', 'jangan', 'kasih', 'draf', 'tidak', 'masuk', 'akal']",negatif,positif,FP
6007,Ga jelas banget server nya.. Di kasih tim luar yg ga jelas terus Susah ngegendong Ampun dah sampe sini doang gw main.. Auto uninstal,"['tidak', 'jelas', 'banget', 'server', 'kasih', 'tim', 'luar', 'tidak', 'jelas', 'susah', 'ngegendong', 'ampun', 'dah', 'sampe', 'doang', 'main', 'auto', 'uninstall']",negatif,negatif,TN
6008,apk ngikutin,"['apk', 'ngikutin']",negatif,negatif,TN
6009,Machmaking nya buruk saya dapat role yg sama. Terus menerus dan tim saya tidak bisa di ajak kerja sama dan tidak mendengarkan peringatan mundur lalu tingkat kemahiran pemain akan suatu Hero juga tidak seimbang Antara tim saya dan tim musuh,"['machmaking', 'buruk', 'role', 'terus', 'tim', 'tidak', 'bisa', 'ajak', 'kerja', 'tidak', 'dengar', 'ingat', 'mundur', 'tingkat', 'mahir', 'main', 'hero', 'tidak', 'imbang', 'tim', 'tim', 'musuh']",negatif,negatif,TN
6011,Game tolol sistem matchmaking nya gk sesuai masi enakan mobile legend,"['game', 'tolol', 'system', 'matchmaking', 'tidak', 'sesuai', 'mas', 'enak', 'mobile', 'legend']",negatif,negatif,TN
6012,jelek banget awal awal sih lancar tapi kalau udah platinum mulai diikasih lawan yang gg bangett dan tim yang beban grafik juga semakin ngelag Walau dikasih hero gratis tapi pasaran jadi gak seru Mending ml aku,"['jelek', 'banget', 'sih', 'lancar', 'udah', 'platinum', 'mulai', 'kasih', 'lawan', 'tidak', 'banget', 'tim', 'beban', 'grafik', 'ngelag', 'kasih', 'hero', 'gratis', 'pasar', 'tidak', 'seru', 'mending', 'ml']",negatif,negatif,TN
6013,Game kaya asu padahal gak ngaleg pas main ngeleg game kontol,"['game', 'anjing', 'tidak', 'ngaleg', 'pas', 'main', 'ngelag', 'game', 'kontol']",negatif,negatif,TN
6015,Burikk suka ngebug frame parah padahal hp Uda spek kelas atas,"['burik', 'suka', 'ngebug', 'frame', 'parah', 'hp', 'uda', 'spesifikasi', 'kelas']",negatif,negatif,TN
6016,Game isinya dark sistem semua,"['game', 'isi', 'dark', 'system', 'semua']",negatif,negatif,TN
6018,Gua kalo lagi main setiap main reng pas war selalu ngeleg padahal jaringan wifi gua bagus tpi pas g war lancar,"['main', 'main', 'rank', 'pas', 'war', 'ngelag', 'jaring', 'wifi', 'bagus', 'pas', 'tidak', 'war', 'lancar']",negatif,negatif,TN
6019,Gm grafik majapahit,"['game', 'grafik', 'majapahit']",negatif,negatif,TN
6021,Game licik sengaja kasih org lag,"['game', 'licik', 'sengaja', 'kasih', 'org', 'lag']",negatif,negatif,TN
6022,"11 12 sama game sebelah banyak darksystem, enakan dlu skrng banyak player beban","['game', 'belah', 'banyak', 'dark', 'system', 'enak', 'skrng', 'banyak', 'player', 'beban']",negatif,negatif,TN
6025,bego baru maen musuh ga setara tolol,"['bego', 'baru', 'main', 'musuh', 'tidak', 'tara', 'tolol']",negatif,negatif,TN
6026,Burik,['burik'],negatif,negatif,TN
6027,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
6029,Sinyal bagus tapi ga bisa masuk ranked sama normal,"['sinyal', 'bagus', 'tidak', 'bisa', 'masuk', 'ranked', 'normal']",negatif,negatif,TN
6032,Game apaan dh ni game udah burik skil nya jelek lagi ga pantes di download,"['game', 'dh', 'game', 'udah', 'burik', 'skill', 'jelek', 'tidak', 'pantes', 'download']",negatif,negatif,TN
6035,Sampah,['sampah'],negatif,negatif,TN
6036,Game nya butut ngikutin ml,"['game', 'butut', 'ngikutin', 'ml']",negatif,negatif,TN
6038,Game burik,"['game', 'burik']",negatif,negatif,TN
6040,Niruin game mobile legends jadi aku ksih bintang 0,"['niruin', 'game', 'mobile', 'legends', 'ksih', 'bintang']",negatif,negatif,TN
6041,Plagiat,['plagiat'],negatif,negatif,TN
6042,Bagus tapi cuman sementara karena lama lama mudah bodenin,"['bagus', 'cuman', 'mudah', 'bodenin']",negatif,positif,FP
6045,Status game gua suka ilang kalo udah main udah menang malah ilang riwayat nya bintang nya juga gak nambah,"['status', 'game', 'suka', 'hilang', 'udah', 'main', 'udah', 'menang', 'hilang', 'riwayat', 'bintang', 'tidak', 'nambah']",negatif,negatif,TN
6046,Gem babai gem haram gem burik ikutin gem sepblah🤣🤣🤣🤣🤣,"['game', 'baba', 'game', 'haram', 'game', 'burik', 'ikutin', 'game', 'sepblah']",negatif,negatif,TN
6047,jaringannya belum stabil min,"['jaring', 'stabil', 'developer']",negatif,negatif,TN
6049,Game plagiat,"['game', 'plagiat']",negatif,negatif,TN
6050,Banyak dark system nya jadi males gua,"['banyak', 'dark', 'system', 'males']",negatif,negatif,TN
6052,Katanya gampang baru bronze 1 aja udh susah apa apaan🙄🙄🙄,"['gampang', 'baru', 'bronze', 'udah', 'susah']",negatif,negatif,TN
6053,Mau login sama selesai main lama banget,"['login', 'selesai', 'main', 'banget']",negatif,negatif,TN
6056,Gajelas suka keluar sendiri anjj,"['tidak', 'jelas', 'suka', 'keluar', 'anjing']",negatif,negatif,TN
6058,"Sama aja kayak ML, banyak player feeder, gak sesuai Lane, Dark system. Bad game & dead game","['ml', 'banyak', 'player', 'feeder', 'tidak', 'sesuai', 'lane', 'dark', 'system', 'bad', 'game', 'dead', 'game']",negatif,negatif,TN
6059,Geme nya banyak bug gk bisa di klik tolong di perbaiki lagi kalo enggak aku pindah ke mobile legend,"['game', 'banyak', 'bug', 'tidak', 'bisa', 'klik', 'tolong', 'baik', 'tidak', 'pindah', 'mobile', 'legend']",negatif,negatif,TN
6062,Game nya sangat bagus,"['game', 'sangat', 'bagus']",negatif,positif,FP
6063,Game plagiat parrrah jangan di download jelek banget 🤢🤢🤢🤢🤮🤮🤮🤮👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,"['game', 'plagiat', 'parah', 'jangan', 'download', 'jelek', 'banget']",negatif,negatif,TN
6066,Dasar game tiruan mobile legends masih mending ke mobile legends daripada ke hok🙄,"['dasar', 'game', 'tiru', 'mobile', 'legends', 'mending', 'mobile', 'legends', 'honor', 'of', 'kings']",negatif,negatif,TN
6067,GAME LAWAK UDAH BURIQ PLAGIAT LAGI 🫢 Ide mahal Boss,"['game', 'lawak', 'udah', 'burik', 'plagiat', 'ide', 'mahal', 'bos']",negatif,negatif,TN
6068,Gamenya patah patah gak bisa cari match gimana ini developer,"['gamenya', 'patah', 'patah', 'tidak', 'bisa', 'cari', 'match', 'gimana', 'developer']",negatif,negatif,TN
6070,Game jelek gak suka,"['game', 'jelek', 'tidak', 'suka']",negatif,negatif,TN
6072,Baru Main Udah Ada Aja Bug Jaringannya Anjirrr,"['baru', 'main', 'udah', 'bug', 'jaring', 'anjing']",negatif,negatif,TN
6075,Game nya patah patah padahal wifi ku bagus apakah bisa diperbaiki ?,"['game', 'patah', 'patah', 'wifi', 'bagus', 'bisa', 'baik']",negatif,negatif,TN
6082,"Hok susah bet naik tier harus 15 hari baru bsa, 14 harinya naik turun aja disitu, sudah d mainin malah kek gitu, sudah q unisstal kecewa betul.","['honor', 'of', 'kings', 'susah', 'banget', 'naik', 'tier', 'baru', 'bsa', 'hari', 'naik', 'turun', 'situ', 'mainin', 'gitu', 'q', 'unistal', 'kecewa']",negatif,negatif,TN
6084,Karna kalo udh beberapa kali main musuh nya semakin susah,"['udah', 'kali', 'main', 'musuh', 'susah']",negatif,negatif,TN
6085,"Kenapa setiap di UI main menu, lobby itu ngefreeze Mulu ya. Tapi pas main aman aman saja. Tolong perbaiki bugnya","['ui', 'main', 'menu', 'beranda', 'freeze', 'mulu', 'ya', 'pas', 'main', 'aman', 'aman', 'tolong', 'baik', 'bugnya']",negatif,negatif,TN
6090,Teruntuk honor of king jika ingin banyak pemain memainkan game ini mohon ruangan penyimpanan nya di per kecil di updet selanjutnya mohon kerja sama nya,"['untuk', 'honor', 'of', 'king', 'banyak', 'main', 'main', 'game', 'mohon', 'ruang', 'simpan', 'kecil', 'updet', 'mohon', 'kerja']",negatif,negatif,TN
6091,Kenapa saya selalu kalah main ini game menang hanya 1 atau 2 kenapa tolong bantu,"['kalah', 'main', 'game', 'menang', 'tolong', 'bantu']",negatif,negatif,TN
6092,Aku kasih bintang ini 2 karena sangat besar harus menghapus aplikasi yang lain,"['kasih', 'bintang', 'sangat', 'hapus', 'aplikasi']",negatif,negatif,TN
6093,games sih bagus cuma playernya lebih tolol dari mobile legend. gw lebih baik main sama dark sistem ml daripada game ini. banyak player sampah. jangan buang waktu lu apalagi main solo HAHA,"['game', 'sih', 'bagus', 'playernya', 'lebih', 'tolol', 'mobile', 'legend', 'lebih', 'baik', 'main', 'dark', 'system', 'ml', 'game', 'banyak', 'player', 'sampah', 'jangan', 'buang', 'main', 'solo', 'haha']",negatif,positif,FP
6094,Woi lah gue main 2 lagi mau GM timnya gak bener ya mungkin dark sistem ml ke sini jadi gue rehat 1 hari tapi tetep aja gak naik padahal gue udah serius Ampe gadang dan akhirnya nyerah malas lah main game gini,"['woi', 'main', 'game', 'tim', 'tidak', 'bener', 'ya', 'dark', 'system', 'ml', 'rehat', 'tidak', 'naik', 'udah', 'serius', 'ampe', 'gadang', 'nyerah', 'malas', 'main', 'game', 'gin']",negatif,negatif,TN
6096,kurang bagus tolong diperbaiki lagi game nya,"['bagus', 'tolong', 'baik', 'game']",negatif,positif,FP
6097,"Awalnya sih lancar-lancar aja, tapi kenapa lama-lama lemot cok, padahal sinyal bagus anjir","['sih', 'lancarlancar', 'lamalama', 'cok', 'sinyal', 'bagus', 'anjing']",negatif,negatif,TN
6099,Game banyak darksitem selalu dapet tim yg g bisa bermain tolong untuk diperbaiki seperti mendapatkan bintang perlindungan,"['game', 'banyak', 'darksitem', 'dapet', 'tim', 'tidak', 'bisa', 'main', 'tolong', 'baik', 'bintang', 'lindung']",negatif,negatif,TN
6101,Game nya jelek masih bagusan ml,"['game', 'jelek', 'bagus', 'ml']",negatif,negatif,TN
6102,Game burik Hok masih bagusan mlbb. dark siatem setiap saat. game aneh turet gede padasaat hancur bekasnya kecil.,"['game', 'burik', 'honor', 'of', 'kings', 'bagus', 'mlbb', 'dark', 'siatem', 'game', 'aneh', 'turret', 'gede', 'padasat', 'hancur', 'bekas', 'kecil']",negatif,negatif,TN
